,date,value
1073,1933-07-01,13.1
1074,1933-06-01,12.7
1075,1933-05-01,12.6
1076,1933-04-01,12.6
1077,1933-03-01,12.6
1078,1933-02-01,12.7
1079,1933-01-01,12.9
1080,1932-12-01,13.1
1081,1932-11-01,13.2
1082,1932-10-01,13.3
1083,1932-09-01,13.4
1084,1932-08-01,13.5
1085,1932-07-01,13.6
1086,1932-06-01,13.6
1087,1932-05-01,13.7
1088,1932-04-01,13.9
1089,1932-03-01,14
1090,1932-02-01,14.1
1091,1932-01-01,14.3
1092,1931-12-01,14.6
1093,1931-11-01,14.7
1094,1931-10-01,14.9
1095,1931-09-01,15
1096,1931-08-01,15.1
1097,1931-07-01,15.1
1098,1931-06-01,15.1
1099,1931-05-01,15.3
1100,1931-04-01,15.5
1101,1931-03-01,15.6
1102,1931-02-01,15.7
1103,1931-01-01,15.9
1104,1930-12-01,16.1
1105,1930-11-01,16.4
1106,1930-10-01,16.5
1107,1930-09-01,16.6
1108,1930-08-01,16.5
1109,1930-07-01,16.6
1110,1930-06-01,16.8
1111,1930-05-01,16.9
1112,1930-04-01,17
1113,1930-03-01,16.9
1114,1930-02-01,17
1115,1930-01-01,17.1
1116,1929-12-01,17.2
1117,1929-11-01,17.3
1118,1929-10-01,17.3
1119,1929-09-01,17.3
1120,1929-08-01,17.3
1121,1929-07-01,17.3
1122,1929-06-01,17.1
1123,1929-05-01,17
1124,1929-04-01,16.9
1125,1929-03-01,17
1126,1929-02-01,17.1
1127,1929-01-01,17.1
1128,1928-12-01,17.1
1129,1928-11-01,17.2
1130,1928-10-01,17.2
1131,1928-09-01,17.3
1132,1928-08-01,17.1
1133,1928-07-01,17.1
1134,1928-06-01,17.1
1135,1928-05-01,17.2
1136,1928-04-01,17.1
1137,1928-03-01,17.1
1138,1928-02-01,17.1
1139,1928-01-01,17.3
1140,1927-12-01,17.3
1141,1927-11-01,17.3
1142,1927-10-01,17.4
1143,1927-09-01,17.3
1144,1927-08-01,17.2
1145,1927-07-01,17.3
1146,1927-06-01,17.6
1147,1927-05-01,17.4
1148,1927-04-01,17.3
1149,1927-03-01,17.3
1150,1927-02-01,17.4
1151,1927-01-01,17.5
1152,1926-12-01,17.7
1153,1926-11-01,17.7
1154,1926-10-01,17.6
1155,1926-09-01,17.5
1156,1926-08-01,17.4
1157,1926-07-01,17.5
1158,1926-06-01,17.7
1159,1926-05-01,17.8
1160,1926-04-01,17.9
1161,1926-03-01,17.8
1162,1926-02-01,17.9
1163,1926-01-01,17.9
1164,1925-12-01,17.9
1165,1925-11-01,18
1166,1925-10-01,17.7
1167,1925-09-01,17.7
1168,1925-08-01,17.7
1169,1925-07-01,17.7
1170,1925-06-01,17.5
1171,1925-05-01,17.3
1172,1925-04-01,17.2
1173,1925-03-01,17.3
1174,1925-02-01,17.2
1175,1925-01-01,17.3
1176,1924-12-01,17.3
1177,1924-11-01,17.2
1178,1924-10-01,17.2
1179,1924-09-01,17.1
1180,1924-08-01,17
1181,1924-07-01,17.1
1182,1924-06-01,17
1183,1924-05-01,17
1184,1924-04-01,17
1185,1924-03-01,17.1
1186,1924-02-01,17.2
1187,1924-01-01,17.3
1188,1923-12-01,17.3
1189,1923-11-01,17.3
1190,1923-10-01,17.3
1191,1923-09-01,17.2
1192,1923-08-01,17.1
1193,1923-07-01,17.2
1194,1923-06-01,17
1195,1923-05-01,16.9
1196,1923-04-01,16.9
1197,1923-03-01,16.8
1198,1923-02-01,16.8
1199,1923-01-01,16.8
1200,1922-12-01,16.9
1201,1922-11-01,16.8
1202,1922-10-01,16.7
1203,1922-09-01,16.6
1204,1922-08-01,16.6
1205,1922-07-01,16.8
1206,1922-06-01,16.7
1207,1922-05-01,16.7
1208,1922-04-01,16.7
1209,1922-03-01,16.7
1210,1922-02-01,16.9
1211,1922-01-01,16.9
1212,1921-12-01,17.3
1213,1921-11-01,17.4
1214,1921-10-01,17.5
1215,1921-09-01,17.5
1216,1921-08-01,17.7
1217,1921-07-01,17.7
1218,1921-06-01,17.6
1219,1921-05-01,17.7
1220,1921-04-01,18.1
1221,1921-03-01,18.3
1222,1921-02-01,18.4
1223,1921-01-01,19
1224,1920-12-01,19.400
1225,1920-11-01,19.800
1226,1920-10-01,19.900
1227,1920-09-01,20.000
1228,1920-08-01,20.300
1229,1920-07-01,20.800
1230,1920-06-01,20.900
1231,1920-05-01,20.600
1232,1920-04-01,20.300
1233,1920-03-01,19.700
1234,1920-02-01,19.500
1235,1920-01-01,19.300
1236,1919-12-01,18.900
1237,1919-11-01,18.500
1238,1919-10-01,18.100
1239,1919-09-01,17.800
1240,1919-08-01,17.700
1241,1919-07-01,17.400
1242,1919-06-01,16.900
1243,1919-05-01,16.900
1244,1919-04-01,16.700
1245,1919-03-01,16.400
1246,1919-02-01,16.200
1247,1919-01-01,16.500
1248,1918-12-01,16.500
1249,1918-11-01,16.300
1250,1918-10-01,16.000
1251,1918-09-01,15.700
1252,1918-08-01,15.400
1253,1918-07-01,15.100
1254,1918-06-01,14.700
1255,1918-05-01,14.500
1256,1918-04-01,14.200
1257,1918-03-01,14.000
1258,1918-02-01,14.100
1259,1918-01-01,14.000
1260,1917-12-01,13.700
1261,1917-11-01,13.500
1262,1917-10-01,13.500
1263,1917-09-01,13.300
1264,1917-08-01,13.000
1265,1917-07-01,12.800
1266,1917-06-01,13.000
1267,1917-05-01,12.800
1268,1917-04-01,12.600
1269,1917-03-01,12.000
1270,1917-02-01,12.000
1271,1917-01-01,11.700
1272,1916-12-01,11.600
1273,1916-11-01,11.500
1274,1916-10-01,11.300
1275,1916-09-01,11.100
1276,1916-08-01,10.900
1277,1916-07-01,10.800
1278,1916-06-01,10.800
1279,1916-05-01,10.700
1280,1916-04-01,10.600
1281,1916-03-01,10.500
1282,1916-02-01,10.400
1283,1916-01-01,10.400
1284,1915-12-01,10.300
1285,1915-11-01,10.300
1286,1915-10-01,10.200
1287,1915-09-01,10.100
1288,1915-08-01,10.100
1289,1915-07-01,10.100
1290,1915-06-01,10.100
1291,1915-05-01,10.100
1292,1915-04-01,10.000
1293,1915-03-01,9.900
1294,1915-02-01,10.000
1295,1915-01-01,10.100
1296,1914-12-01,10.100
1297,1914-11-01,10.200
1298,1914-10-01,10.100
1299,1914-09-01,10.200
1300,1914-08-01,10.200
1301,1914-07-01,10.000
1302,1914-06-01,9.900
1303,1914-05-01,9.900
1304,1914-04-01,9.800
1305,1914-03-01,9.900
1306,1914-02-01,9.900
1307,1914-01-01,10.000
1308,1913-12-01,10.000
1309,1913-11-01,10.100
1310,1913-10-01,10.000
1311,1913-09-01,10.000
1312,1913-08-01,9.900
1313,1913-07-01,9.900
1314,1913-06-01,9.800
1315,1913-05-01,9.700
1316,1913-04-01,9.800
1317,1913-03-01,9.800
1318,1913-02-01,9.800
1319,1913-01-01,9.800
